# t x vx y vy xd vxd yd vyd
2.53000000  35.77960361  14.14213581   4.38318815 -10.67716457  35.77960361  14.14213581   4.50728465 -10.67716457
2.54000000  35.92102497  14.14213581   4.27592600 -10.77526457  35.92102497  14.14213581   4.40051300 -10.77526457
2.55000000  36.06244632  14.14213581   4.16768286 -10.87336457  36.06244632  14.14213581   4.29276036 -10.87336457
2.56000000  36.20386768  14.14213581   4.05845871 -10.97146457  36.20386768  14.14213581   4.18402671 -10.97146457
2.57000000  36.34528904  14.14213581   3.94825357 -11.06956457  36.34528904  14.14213581   4.07431207 -11.06956457
2.58000000  36.48671040  14.14213581   3.83706742 -11.16766457  36.48671040  14.14213581   3.96361642 -11.16766457
2.59000000  36.62813176  14.14213581   3.72490027 -11.26576457  36.62813176  14.14213581   3.85193977 -11.26576457
2.60000000  36.76955311  14.14213581   3.61175213 -11.36386457  36.76955311  14.14213581   3.73928213 -11.36386457
2.61000000  36.91097447  14.14213581   3.49762298 -11.46196457  36.91097447  14.14213581   3.62564348 -11.46196457
2.62000000  37.05239583  14.14213581   3.38251284 -11.56006457  37.05239583  14.14213581   3.51102384 -11.56006457
2.63000000  37.19381719  14.14213581   3.26642169 -11.65816457  37.19381719  14.14213581   3.39542319 -11.65816457
2.64000000  37.33523855  14.14213581   3.14934955 -11.75626457  37.33523855  14.14213581   3.27884155 -11.75626457
2.65000000  37.47665990  14.14213581   3.03129640 -11.85436457  37.47665990  14.14213581   3.16127890 -11.85436457
2.66000000  37.61808126  14.14213581   2.91226226 -11.95246457  37.61808126  14.14213581   3.04273526 -11.95246457
2.67000000  37.75950262  14.14213581   2.79224711 -12.05056457  37.75950262  14.14213581   2.92321061 -12.05056457
2.68000000  37.90092398  14.14213581   2.67125096 -12.14866457  37.90092398  14.14213581   2.80270496 -12.14866457
2.69000000  38.04234534  14.14213581   2.54927382 -12.24676457  38.04234534  14.14213581   2.68121832 -12.24676457
2.70000000  38.18376670  14.14213581   2.42631567 -12.34486457  38.18376670  14.14213581   2.55875067 -12.34486457
2.71000000  38.32518805  14.14213581   2.30237653 -12.44296457  38.32518805  14.14213581   2.43530203 -12.44296457
2.72000000  38.46660941  14.14213581   2.17745638 -12.54106457  38.46660941  14.14213581   2.31087238 -12.54106457
2.73000000  38.60803077  14.14213581   2.05155524 -12.63916457  38.60803077  14.14213581   2.18546174 -12.63916457
2.74000000  38.74945213  14.14213581   1.92467309 -12.73726457  38.74945213  14.14213581   2.05907009 -12.73726457
2.75000000  38.89087349  14.14213581   1.79680994 -12.83536457  38.89087349  14.14213581   1.93169744 -12.83536457
2.76000000  39.03229484  14.14213581   1.66796580 -12.93346457  39.03229484  14.14213581   1.80334380 -12.93346457
2.77000000  39.17371620  14.14213581   1.53814065 -13.03156457  39.17371620  14.14213581   1.67400915 -13.03156457
2.78000000  39.31513756  14.14213581   1.40733451 -13.12966457  39.31513756  14.14213581   1.54369351 -13.12966457
2.79000000  39.45655892  14.14213581   1.27554736 -13.22776457  39.45655892  14.14213581   1.41239686 -13.22776457
2.80000000  39.59798028  14.14213581   1.14277922 -13.32586457  39.59798028  14.14213581   1.28011922 -13.32586457
2.81000000  39.73940164  14.14213581   1.00903007 -13.42396457  39.73940164  14.14213581   1.14686057 -13.42396457
2.82000000  39.88082299  14.14213581   0.87429992 -13.52206457  39.88082299  14.14213581   1.01262092 -13.52206457
2.83000000  40.02224435  14.14213581   0.73858878 -13.62016457  40.02224435  14.14213581   0.87740028 -13.62016457
2.84000000  40.16366571  14.14213581   0.60189663 -13.71826457  40.16366571  14.14213581   0.74119863 -13.71826457
2.85000000  40.30508707  14.14213581   0.46422349 -13.81636457  40.30508707  14.14213581   0.60401599 -13.81636457
2.86000000  40.44650843  14.14213581   0.32556934 -13.91446457  40.44650843  14.14213581   0.46585234 -13.91446457
2.87000000  40.58792978  14.14213581   0.18593420 -14.01256457  40.58792978  14.14213581   0.32670770 -14.01256457
2.88000000  40.72935114  14.14213581   0.04531805 -14.11066457  40.72935114  14.14213581   0.18658205 -14.11066457
2.89000000  40.87077250  14.14213581  -0.09627909 -14.20876457  40.87077250  14.14213581   0.04547541 -14.20876457
2.90000000  41.01219386  14.14213581  -0.23885724 -14.30686457  41.01219386  14.14213581  -0.09661224 -14.30686457
